53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;43 32 11;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;53 70 0;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;111 178 249;111 178 249;111 178 249;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;
197 112 50;197 112 50;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;197 112 50;197 112 50;197 112 50;197 112 50;43 32 11;43 32 11;43 32 11;43 32 11;155 94 44;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;200 176 2;205 204 0;205 204 0;205 204 0;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;43 32 11;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;205 204 0;205 204 0;205 204 0;205 204 0;205 204 0;205 204 0;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;155 94 44;155 94 44;155 94 44;155 94 44;200 176 2;200 176 2;200 176 2;205 204 0;205 204 0;205 204 0;205 204 0;205 204 0;205 204 0;205 204 0;205 204 0;205 204 0;205 204 0;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;197 112 50;197 112 50;197 112 50;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;43 32 11;43 32 11;43 32 11;43 32 11;197 112 50;197 112 50;197 112 50;93 96 11;80 51 23;93 96 11;93 96 11;93 96 11;80 51 23;80 51 23;93 96 11;93 96 11;93 96 11;155 94 44;
197 112 50;197 112 50;155 94 44;155 94 44;155 94 44;197 112 50;197 112 50;155 94 44;197 112 50;197 112 50;197 112 50;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;155 94 44;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;205 204 0;205 204 0;43 32 11;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;200 176 2;80 51 23;80 51 23;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;200 176 2;205 204 0;205 204 0;200 176 2;200 176 2;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;197 112 50;197 112 50;197 112 50;197 112 50;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;93 96 11;43 32 11;43 32 11;80 51 23;80 51 23;197 112 50;197 112 50;93 96 11;80 51 23;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;155 94 44;
197 112 50;197 112 50;155 94 44;155 94 44;155 94 44;197 112 50;197 112 50;155 94 44;197 112 50;197 112 50;197 112 50;43 32 11;80 51 23;80 51 23;43 32 11;43 32 11;155 94 44;197 112 50;197 112 50;197 112 50;197 112 50;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;155 94 44;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;155 94 44;80 51 23;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;80 51 23;155 94 44;155 94 44;155 94 44;43 32 11;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;93 96 11;43 32 11;43 32 11;80 51 23;80 51 23;80 51 23;93 96 11;93 96 11;80 51 23;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;93 96 11;157 157 6;
197 112 50;197 112 50;155 94 44;155 94 44;155 94 44;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;197 112 50;43 32 11;80 51 23;80 51 23;43 32 11;43 32 11;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;155 94 44;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;83 142 253;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;157 157 6;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;93 96 11;93 96 11;43 32 11;43 32 11;80 51 23;155 94 44;135 181 250;135 181 250;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;
155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;155 94 44;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;80 51 23;80 51 23;43 32 11;43 32 11;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;155 94 44;155 94 44;153 209 240;153 209 240;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;
83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;135 181 250;135 181 250;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;93 96 11;43 32 11;43 32 11;43 32 11;155 94 44;155 94 44;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;
83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;153 209 240;153 209 240;153 209 240;153 209 240;218 232 226;218 232 226;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;122 193 240;122 193 240;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;93 96 11;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;80 51 23;80 51 23;80 51 23;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;
83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;218 232 226;218 232 226;218 232 226;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;93 96 11;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;80 51 23;80 51 23;83 142 253;83 142 253;83 142 253;111 178 249;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;
83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;111 178 249;111 178 249;111 178 249;111 178 249;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;122 193 240;122 193 240;135 181 250;135 181 250;135 181 250;135 181 250;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;80 51 23;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;
83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;111 178 249;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;83 142 253;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;93 96 11;43 32 11;80 51 23;80 51 23;80 51 23;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;
83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;43 32 11;80 51 23;80 51 23;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;93 96 11;43 32 11;80 51 23;80 51 23;80 51 23;80 51 23;80 51 23;43 32 11;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;83 142 253;
83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;80 51 23;80 51 23;43 32 11;43 32 11;43 32 11;43 32 11;111 178 249;111 178 249;111 178 249;111 178 249;43 32 11;80 51 23;80 51 23;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;153 209 240;135 181 250;135 181 250;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;93 96 11;43 32 11;43 32 11;43 32 11;80 51 23;80 51 23;80 51 23;93 96 11;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;
83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;80 51 23;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;80 51 23;80 51 23;80 51 23;80 51 23;43 32 11;43 32 11;80 51 23;80 51 23;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;83 142 253;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;135 181 250;122 193 240;122 193 240;122 193 240;122 193 240;122 193 240;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;93 96 11;43 32 11;43 32 11;80 51 23;80 51 23;43 32 11;43 32 11;93 96 11;111 178 249;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;
83 142 253;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;80 51 23;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;80 51 23;83 142 253;83 142 253;83 142 253;80 51 23;80 51 23;80 51 23;80 51 23;80 51 23;43 32 11;43 32 11;80 51 23;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;80 51 23;43 32 11;43 32 11;43 32 11;43 32 11;43 32 11;93 96 11;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;
83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;80 51 23;43 32 11;43 32 11;80 51 23;80 51 23;43 32 11;80 51 23;83 142 253;83 142 253;83 142 253;80 51 23;80 51 23;43 32 11;80 51 23;80 51 23;43 32 11;43 32 11;80 51 23;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;83 142 253;80 51 23;80 51 23;43 32 11;43 32 11;43 32 11;80 51 23;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;
83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;80 51 23;80 51 23;43 32 11;43 32 11;43 32 11;80 51 23;80 51 23;83 142 253;83 142 253;80 51 23;80 51 23;80 51 23;80 51 23;80 51 23;80 51 23;80 51 23;43 32 11;43 32 11;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;111 178 249;83 142 253;83 142 253;83 142 253;83 142 253;80 51 23;80 51 23;80 51 23;80 51 23;93 96 11;93 96 11;155 94 44;83 142 253;83 142 253;83 142 253;83 142 253;83 142 253;
